Camp Australia - Wattleview Primary School OSHC,"Wattletree Road, FERNTREE GULLY, VIC 3156",FERNTREE GULLY,3156,Centre-Based Care,45,Meeting NQS
Camp Australia - Werribee Primary School OSHC,"Deutgam Street, WERRIBEE, VIC 3030",WERRIBEE,3030,Centre-Based Care,60,Meeting NQS
Camp Australia - Westall Primary School OSHC,"Westall Primary School  17-33 Fairbank Rd, CLAYTON SOUTH, VIC 3169",CLAYTON SOUTH,3169,Centre-Based Care,30,Provisional – Not Yet Assessed
Camp Australia - Westbourne Grammar School OSHC,"300 Sayers Road, HOPPERS CROSSING, VIC 3029",HOPPERS CROSSING,3029,Centre-Based Care,100,Meeting NQS
Camp Australia - Westbourne Grammar School Williamstown OSHC,"67 The Strand, NEWPORT, VIC 3015",NEWPORT,3015,Centre-Based Care,60,Meeting NQS
Camp Australia - White Hills Primary  School OSHC,"16 Plumridge St, WHITE HILLS, VIC 3550",WHITE HILLS,3550,Centre-Based Care,45,Meeting NQS
Camp Australia - Windsor Primary School OSHC,"12 Hornby St, WINDSOR, VIC 3181",WINDSOR,3181,Centre-Based Care,58,Meeting NQS
Camp Australia - Woodleigh Primary School OSHC,"3 Minimbah Court, FRANKSTON, VIC 3199",FRANKSTON,3199,Centre-Based Care,21,Working Towards NQS
Camp Australia - Woodleigh School Penbank Campus OSHC,"Mornington-Tyabb Road, MOOROODUC, VIC 3933",MOOROODUC,3933,Centre-Based Care,30,Meeting NQS
Camp Australia - Woodville Primary School OSHC,"33 - 57 Warringa Crescent, HOPPERS CROSSING, VIC 3029",HOPPERS CROSSING,3029,Centre-Based Care,73,Meeting NQS
Camp Australia - Yarra Road Primary School OSHC,"222-228 Yarra Road, CROYDON, VIC 3136",CROYDON,3136,Centre-Based Care,30,Meeting NQS
Camp Australia - Yarra Valley Grammar School OSHC,"Kalinda Road, RINGWOOD, VIC 3134",RINGWOOD,3134,Centre-Based Care,45,Meeting NQS
Camp Blue,"Presentation College Windsor  187 Dandenong Rd, WINDSOR, VIC 3181",WINDSOR,3181,Centre-Based Care,150,Provisional – Not Yet Assessed
Camp Hill Primary School Out of Hours School Care,"50 Gaol Rd, BENDIGO, VIC 3550",BENDIGO,3550,Centre-Based Care,55,Meeting NQS
Campaspe Community Children's Centre,"392-400 High Street, ECHUCA, VIC 3564",ECHUCA,3564,Centre-Based Care,77,Meeting NQS
Campbell Road Early Learning & Kinder,"9 Campbell Road, BRIAR HILL, VIC 3088",BRIAR HILL,3088,Centre-Based Care,55,Meeting NQS
Campbellfield Preschool,"28 Waratah Street, CAMPBELLFIELD, VIC 3061",CAMPBELLFIELD,3061,Centre-Based Care,30,Meeting NQS
Cana Catholic Primary OSHClub,"46 Banchory Avenue, HILLSIDE, VIC 3037",HILLSIDE,3037,Centre-Based Care,30,Exceeding NQS
Canberra Avenue Child Care & Kinder,"27 - 29 Canberra Avenue, DANDENONG, VIC 3175",DANDENONG,3175,Centre-Based Care,73,Meeting NQS
Candy Kids Family Day Care,"Level 1/22 B  Somerton Road, SOMERTON, VIC 3062",SOMERTON,3062,Family Day Care,,Working Towards NQS
Canterbury & District Preschool,"26 Guilford Road, SURREY HILLS, VIC 3127",SURREY HILLS,3127,Centre-Based Care,28,Exceeding NQS
Canterbury Child Care Centre,"15 Gwenda Avenue, CANTERBURY, VIC 3126",CANTERBURY,3126,Centre-Based Care,31,Meeting NQS
Canterbury Norwood Baptist Kindergarten,"2 Boronia Street, CANTERBURY, VIC 3126",CANTERBURY,3126,Centre-Based Care,30,Exceeding NQS
Canterbury OSHClub,"Molesworth Street, CANTERBURY, VIC 3126",CANTERBURY,3126,Centre-Based Care,75,Provisional – Not Yet Assessed
Capel Sounds Educational Child Care Centre,"1 Darvall Street, TOOTGAROOK, VIC 3941",TOOTGAROOK,3941,Centre-Based Care,88,Exceeding NQS
Cara Armstrong Kindergarten,"169 Rathmines Road, HAWTHORN EAST, VIC 3123",HAWTHORN EAST,3123,Centre-Based Care,30,Exceeding NQS
Cardigan Village Kindergarten,"2 Mitchell Dr, CARDIGAN VILLAGE, VIC 3352",CARDIGAN VILLAGE,3352,Centre-Based Care,20,Provisional – Not Yet Assessed
Carey Donvale OSHClub,"9 Era Court, DONVALE, VIC 3111",DONVALE,3111,Centre-Based Care,30,Meeting NQS
Carey Early Learning Centre Donvale,"9 Era Court, DONVALE, VIC 3111",DONVALE,3111,Centre-Based Care,32,Exceeding NQS
Carey Early Learning Centre Kew,"24 Wrixon Street, KEW, VIC 3101",KEW,3101,Centre-Based Care,80,Exceeding NQS
Carey OSHClub Kew,"Barkers Road, KEW, VIC 3101",KEW,3101,Centre-Based Care,45,Exceeding NQS
Carey St Kindergarten,"9 Carey St, ARARAT, VIC 3377",ARARAT,3377,Centre-Based Care,30,Meeting NQS
Caring and Sharing Family Day Care Services,"20 Lincoln St, SUNSHINE NORTH, VIC 3020",SUNSHINE NORTH,3020,Family Day Care,,Provisional – Not Yet Assessed
Carinya Early Learning Centre,"33 Rintoull Street, MORWELL, VIC 3840",MORWELL,3840,Centre-Based Care,60,Exceeding NQS
Carlisle Child Care Club,"15 Silky Oak Drive, CRANBOURNE, VIC 3977",CRANBOURNE,3977,Centre-Based Care,230,Exceeding NQS
Carlisle Park Kindergarten,"2-20 Majestic Boulevard, CRANBOURNE, VIC 3977",CRANBOURNE,3977,Centre-Based Care,106,Exceeding NQS
Carlton Gardens OSHClub,"201-215 Rathdowne Street, CARLTON, VIC 3053",CARLTON,3053,Centre-Based Care,90,Exceeding NQS
Carnegie Children's Centre,"17 Truganini Road, CARNEGIE, VIC 3163",CARNEGIE,3163,Centre-Based Care,35,Exceeding NQS
Carnegie Primary School - OSHC,"51 Truganini Road, CARNEGIE, VIC 3163",CARNEGIE,3163,Centre-Based Care,85,Meeting NQS
Caroline Springs Childcare and Kindergarten,"1 The Crossing, CAROLINE SPRINGS, VIC 3023",CAROLINE SPRINGS,3023,Centre-Based Care,124,Working Towards NQS
Caroline Springs College - Creekside OSHC,"The Crossing, CAROLINE SPRINGS, VIC 3023",CAROLINE SPRINGS,3023,Centre-Based Care,150,Exceeding NQS
Carranballac Jamieson OSHClub,"Cnr La Rochelle Blvd & Jamieson Way, POINT COOK, VIC 3030",POINT COOK,3030,Centre-Based Care,100,Meeting NQS
Carranballac OSHClub Boardwalk,"Foxwood Drive, POINT COOK, VIC 3030",POINT COOK,3030,Centre-Based Care,100,Working Towards NQS
Carraragarmungee Outside School Hours Care,"1005 Wangaratta-Eldorado Road,, LONDRIGAN, VIC 3678",LONDRIGAN,1005,Centre-Based Care,20,Meeting NQS
Carrington Primary School OSHC,"Laura Road, KNOXFIELD, VIC 3180",KNOXFIELD,3180,Centre-Based Care,30,Meeting NQS
Carrum Downs Early Learning Centre,"59 Hall Road, CARRUM DOWNS, VIC 3201",CARRUM DOWNS,3201,Centre-Based Care,120,Meeting NQS
Carrum Family & Children’s Hub,"24A Graham Road, CARRUM, VIC 3197",CARRUM,3197,Centre-Based Care,141,Exceeding NQS
Casa Bambini - Blackburn,"502 - 504 Middleborough Road, BLACKBURN, VIC 3130",BLACKBURN,3130,Centre-Based Care,110,Exceeding NQS
Casa Bambini - Coburg,"962-966 Sydney Road, COBURG, VIC 3058",COBURG,3058,Centre-Based Care,90,Exceeding NQS
Casa Bambini Children's Centre - Essendon,"259 - 261 Buckley Street, ESSENDON, VIC 3040",ESSENDON,3040,Centre-Based Care,90,Exceeding NQS
Casey Child Care & Kindergarten - Cardinia,"10 O'Shannessy St, PAKENHAM, VIC 3810",PAKENHAM,3810,Centre-Based Care,90,Meeting NQS
Casey Hope Family Day Care,"Hub Arcade  Shop 36 15-23 Langhorne Street, DANDENONG, VIC 3175",DANDENONG,3175,Family Day Care,,Working Towards NQS
Casey's Child Care and Kindergarten,"270 Narre Warren - Cranbourne Road, CRANBOURNE, VIC 3977",CRANBOURNE,3977,Centre-Based Care,120,Meeting NQS
Castlemaine Child Care Centre,"15-17 Templeton Street, CASTLEMAINE, VIC 3450",CASTLEMAINE,3450,Centre-Based Care,60,Exceeding NQS
Castlemaine Kindergarten,"7-9 Berkley Street, CASTLEMAINE, VIC 3450",CASTLEMAINE,3450,Centre-Based Care,58,Exceeding NQS
Castlemaine Out of School Hours Care,"Campbells Creek Primary School  129 Main Rd, CAMPBELLS CREEK, VIC 3451",CAMPBELLS CREEK,3451,Centre-Based Care,45,Working Towards NQS
Castlemaine Steiner Kindergarten,"11  Rilens Rd Corner Pyrenees Highway, MUCKLEFORD, VIC 3451",MUCKLEFORD,3451,Centre-Based Care,28,Meeting NQS
Cathedral College Wangaratta Outside School Hours Care,"344 Wangaratta-Whitfield Road, WANGARATTA, VIC 3677",WANGARATTA,3677,Centre-Based Care,30,Meeting NQS
Catjump Preschool,"88 Polaris Drive, DONCASTER EAST, VIC 3109",DONCASTER EAST,3109,Centre-Based Care,25,Exceeding NQS
Caulfield Children's Centre,"6 Lirrewa Grove, CAULFIELD, VIC 3162",CAULFIELD,3162,Centre-Based Care,57,Exceeding NQS
Caulfield Grammar Early Childhood Centre-Malvern Campus,"5 Willoby Avenue, GLEN IRIS, VIC 3146",GLEN IRIS,3146,Centre-Based Care,70,Exceeding NQS
Caulfield Grammar Pre-Prep,"74 - 82 Jells Road, WHEELERS HILL, VIC 3150",WHEELERS HILL,3150,Centre-Based Care,59,Working Towards NQS
Caulfield Primary Early Childhood Centre,"724 Glenhuntly Road, CAULFIELD SOUTH, VIC 3162",CAULFIELD SOUTH,3162,Centre-Based Care,43,Meeting NQS
Caulfield Recreation Centre,"Beech St, CAULFIELD SOUTH, VIC 3162",CAULFIELD SOUTH,3162,Centre-Based Care,36,Meeting NQS
Cavendish Kindergarten,"Barker Street, CAVENDISH, VIC 3314",CAVENDISH,3314,Centre-Based Care,17,Exceeding NQS
Centenary Drive Kindergarten,"68 Centenary Drive, MILL PARK, VIC 3082",MILL PARK,3082,Centre-Based Care,30,Meeting NQS
Central Box Hill Children's Services Centre,"517 Station Street, BOX HILL, VIC 3128",BOX HILL,3128,Centre-Based Care,41,Exceeding NQS
Central Carlton Children's Centre,"483 Drummond Street, CARLTON, VIC 3053",CARLTON,3053,Centre-Based Care,58,Exceeding NQS
Central Family Day Care Pty Ltd,"10/233 Cardigan Street, CARLTON, VIC 3053",CARLTON,3053,Family Day Care,,Meeting NQS
Central Goldfields Outside School Hours Care,"102-192 Balaclava Rd, MARYBOROUGH, VIC 3465",MARYBOROUGH,3465,Centre-Based Care,90,Working Towards NQS
Central Goldfields Shire Family Day Care,"100 Napier Street, MARYBOROUGH, VIC 3465",MARYBOROUGH,3465,Family Day Care,,Meeting NQS
Central Kindergarten - Warrnambool,"Manifold Street, WARRNAMBOOL, VIC 3280",WARRNAMBOOL,3280,Centre-Based Care,30,Exceeding NQS
Central Park Child Care Centre,"116 Burke Rd, MALVERN EAST, VIC 3145",MALVERN EAST,3145,Centre-Based Care,26,Meeting NQS
Centre for Early Education,"201 Forest Street, WENDOUREE, VIC 3355",WENDOUREE,3355,Centre-Based Care,171,Exceeding NQS
Centre Road Kindergarten,"850-852 Centre Road, BENTLEIGH EAST, VIC 3165",BENTLEIGH EAST,3165,Centre-Based Care,30,Exceeding NQS
Cerberus Child Care Centre,"12/14 Cook Road, CRIB POINT, VIC 3919",CRIB POINT,3919,Centre-Based Care,56,Meeting NQS
Cgs Pre-preparatory Centre,"55 Mont Albert Road, CANTERBURY, VIC 3126",CANTERBURY,3126,Centre-Based Care,27,Exceeding NQS
Chabad Glen Eira Creche,"484 Glen Eira Road, CAULFIELD, VIC 3162",CAULFIELD,3162,Centre-Based Care,40,Exceeding NQS
Chabad House of Malvern/Toorak,"353 Glenferrie Road, ARMADALE, VIC 3143",ARMADALE,3143,Centre-Based Care,80,Exceeding NQS
Chabad House of Malvern/Toorak Inc.,"316 Glenferrie Road, MALVERN, VIC 3144",MALVERN,3144,Centre-Based Care,60,Meeting NQS
Chairo Christian School,"585 Bald Hill Road, PAKENHAM, VIC 3810",PAKENHAM,3810,Centre-Based Care,25,Meeting NQS
Chairo Christian School Early Learning Centre,"435 Lardners Track, DROUIN, VIC 3818",DROUIN,3818,Centre-Based Care,28,Exceeding NQS
Chalcot Lodge Kindergarten,"26 Haverstock Hill Close, ENDEAVOUR HILLS, VIC 3802",ENDEAVOUR HILLS,3802,Centre-Based Care,30,Meeting NQS
Chalcot Lodge Primary School OSHC,"Primrose Hill Close, ENDEAVOUR HILLS, VIC 3802",ENDEAVOUR HILLS,3802,Centre-Based Care,15,Meeting NQS
CHAMPS OSHC COLAC VIC,"15-27 Calvert Street, COLAC, VIC 3250",COLAC,3250,Centre-Based Care,108,Exceeding NQS
Chandler Kindergarten,"160-162 Bloomfield Road, KEYSBOROUGH, VIC 3173",KEYSBOROUGH,3173,Centre-Based Care,33,Meeting NQS
Charles La Trobe College (La Trobe Campus) OSHC - Extend,"Kingsbury Dr, MACLEOD WEST, VIC 3085",MACLEOD WEST,3085,Centre-Based Care,24,Meeting NQS
Charlton & District Kindergarten,"1 Armstrong Street, CHARLTON, VIC 3525",CHARLTON,3525,Centre-Based Care,28,Exceeding NQS
Chatsworth Kindergarten & OCC,"Caramut-Chatsworth Road, CHATSWORTH, VIC 3379",CHATSWORTH,3379,Centre-Based Care,30,Meeting NQS
Chaya's Creche,"278 Glen Eira Road, ELSTERNWICK, VIC 3185",ELSTERNWICK,3185,Centre-Based Care,31,Exceeding NQS
Cheder Menachem Early Learning Centre,"67 Hotham St, ST KILDA EAST, VIC 3183",ST KILDA EAST,3183,Centre-Based Care,26,Meeting NQS
Cheeky Pandas Family Daycare,"16 Leichardt Dr, WYNDHAM VALE, VIC 3024",WYNDHAM VALE,3024,Family Day Care,,Provisional – Not Yet Assessed
Cheeriokids Heidelberg,"8 Sackville Street, HEIDELBERG HEIGHTS, VIC 3081",HEIDELBERG HEIGHTS,3081,Centre-Based Care,40,Working Towards NQS
Chelsea Heights Kindergarten,"29 Third Avenue, CHELSEA HEIGHTS, VIC 3196",CHELSEA HEIGHTS,3196,Centre-Based Care,27,Meeting NQS
Chelsea Kindergarten,"71 Catherine Avenue, CHELSEA, VIC 3196",CHELSEA,3196,Centre-Based Care,28,Meeting NQS
Chelsea Primary School Outside School Hours Care,"Argyle Avenue, CHELSEA, VIC 3196",CHELSEA,3196,Centre-Based Care,62,Meeting NQS
Chelsea World of Learning 1,"29 Woodbine Grove, CHELSEA, VIC 3196",CHELSEA,3196,Centre-Based Care,49,Meeting NQS
Chelsea World of Learning 2,"31 Woodbine Grove, CHELSEA, VIC 3196",CHELSEA,3196,Centre-Based Care,50,Meeting NQS
Cherish Early Learning Centre,"12 Vale Street, SEBASTOPOL, VIC 3356",SEBASTOPOL,3356,Centre-Based Care,92,Meeting NQS
Cherish Early Learning Centre- Lucas,"25 Harris Dr, LUCAS, VIC 3350",LUCAS,3350,Centre-Based Care,80,Provisional – Not Yet Assessed
Cherry Crescent Preschool,"Cherry Crescent, BRAYBROOK, VIC 3019",BRAYBROOK,3019,Centre-Based Care,26,Meeting NQS
Cherry Lane Children's Centre,"6-8 Andrew Street, SEAFORD, VIC 3198",SEAFORD,3198,Centre-Based Care,62,Meeting NQS
CHICHO FAMILY DAY CARE,"23 Rye Ct, DELAHEY, VIC 3037",DELAHEY,3037,Family Day Care,,Meeting NQS
Child care for you,"Fy 11  49-51 Little Boundary Rd, LAVERTON NORTH, VIC 3026",LAVERTON NORTH,3026,Family Day Care,,Working Towards NQS
Childcare on Heatherton,"1548 Heatherton Road, DANDENONG, VIC 3175",DANDENONG,1548,Centre-Based Care,49,Meeting NQS
Children First Family Day Care,"Suite 26 204-218 Dryburgh Street, NORTH MELBOURNE, VIC 3051",NORTH MELBOURNE,3051,Family Day Care,,Meeting NQS
Children Heaven Family Day Care Australia,"Shop 9  70 Warringa Cres, HOPPERS CROSSING, VIC 3029",HOPPERS CROSSING,3029,Family Day Care,,Working Towards NQS
Children Paradise Pty Ltd,"23 Ronald Rd, TRUGANINA, VIC 3029",TRUGANINA,3029,Family Day Care,,Provisional – Not Yet Assessed
Children's Choice Family Day Care,"73 Rutherglen Way, TAYLORS LAKES, VIC 3038",TAYLORS LAKES,3038,Family Day Care,,Working Towards NQS
Children's Corner Learning Centre,"2 Hedge End Road, NUNAWADING, VIC 3131",NUNAWADING,3131,Centre-Based Care,38,Meeting NQS
Children's First Choice Family Day Care Pty Ltd,"59 Ryan Street, FOOTSCRAY, VIC 3011",FOOTSCRAY,3011,Family Day Care,,Meeting NQS
CHILDREN'S FUTURE FAMILY DAY CARE,"11/270 Church St, RICHMOND, VIC 3121",RICHMOND,3121,Family Day Care,,Working Towards NQS
Childrens Garden Kindercare,"45 Ferrars Place, ALBERT PARK, VIC 3206",ALBERT PARK,3206,Centre-Based Care,82,Exceeding NQS
Children's House of Early Learning,"32 Monbulk Road, MOUNT EVELYN, VIC 3796",MOUNT EVELYN,3796,Centre-Based Care,78,Meeting NQS
Children's World Family Day Care Service,"25 Bronzewing St, WILLIAMS LANDING, VIC 3027",WILLIAMS LANDING,3027,Family Day Care,,Working Towards NQS
Child's Play Early Learning Centre,"3-5 Purnell Rd, CORIO, VIC 3214",CORIO,3214,Centre-Based Care,69,Working Towards NQS
Chilwell Outside School Hours Care,"313A Pakington Street, NEWTOWN, VIC 3220",NEWTOWN,3220,Centre-Based Care,58,Meeting NQS
Chirnside Park Preschool,"Meadowgate Drive, CHIRNSIDE PARK, VIC 3116",CHIRNSIDE PARK,3116,Centre-Based Care,29,Exceeding NQS
Choice Family Day Care Scheme,"15 Kirribilli Cl, CRAIGIEBURN, VIC 3064",CRAIGIEBURN,3064,Family Day Care,,Meeting NQS
Choice Family Day Care Services Pty Ltd,"206 Nicholson Street, FOOTSCRAY, VIC 3011",FOOTSCRAY,3011,Family Day Care,,Meeting NQS
Choklits Child Care,"319 Canterbury Road, RINGWOOD, VIC 3134",RINGWOOD,3134,Centre-Based Care,51,Meeting NQS
Christ Church Grammar Kindergarten,"677 Punt Road, SOUTH YARRA, VIC 3141",SOUTH YARRA,3141,Centre-Based Care,97,Exceeding NQS
Christ Church Grammar OSHC - Extend,"677 Punt Road, SOUTH YARRA, VIC 3141",SOUTH YARRA,3141,Centre-Based Care,45,Meeting NQS
Christ Our Holy Redeemer OSHC,"43 Ferntree Gully Road, OAKLEIGH, VIC 3166",OAKLEIGH,3166,Centre-Based Care,45,Working Towards NQS
Christ the Priest OSHClub,"Christ the Priest Primary School  54 Caroline Springs Bvd, CAROLINE SPRINGS, VIC 3023",CAROLINE SPRINGS,3023,Centre-Based Care,75,Meeting NQS
Christopher Robin Kindergarten,"1A Ely Street, WANGARATTA, VIC 3677",WANGARATTA,3677,Centre-Based Care,30,Exceeding NQS
Chum Creek Primary School OSHC,"705 Chum Creek Road, CHUM CREEK, VIC 3777",CHUM CREEK,3777,Centre-Based Care,15,Meeting NQS
Church Hill Kindergarten,"8 Clarke Street, HAMILTON, VIC 3300",HAMILTON,3300,Centre-Based Care,24,Meeting NQS
Church Street @ Maribyrnong Community Centre,"9 Randall Street, MARIBYRNONG, VIC 3032",MARIBYRNONG,3032,Centre-Based Care,40,Provisional – Not Yet Assessed
Churchill Central Preschool,"9-11 Phillip Parade, CHURCHILL, VIC 3842",CHURCHILL,3842,Centre-Based Care,30,Exceeding NQS
Churchill North Primary After School Care,"32 Coolabah Drive, CHURCHILL, VIC 3842",CHURCHILL,3842,Centre-Based Care,44,Meeting NQS
Cire Children’s Services Mount Evelyn,"20 Old Hereford Road, MOUNT EVELYN, VIC 3796",MOUNT EVELYN,3796,Centre-Based Care,87,Exceeding NQS
Cire Children's Centre Yarra Junction,"41 Little Yarra Road, YARRA JUNCTION, VIC 3797",YARRA JUNCTION,3797,Centre-Based Care,84,Exceeding NQS
Cire Outside School Hours Care Badger Creek,"Badger Creek Road, HEALESVILLE, VIC 3777",HEALESVILLE,3777,Centre-Based Care,30,Meeting NQS
Cire Outside School Hours Care Woori Yallock,"1360 Healesville-Koo Wee Rup Road, WOORI YALLOCK, VIC 3139",WOORI YALLOCK,1360,Centre-Based Care,45,Meeting NQS
Cire Outside School Hours Care Yarra Junction,"41 Little Yarra Road, YARRA JUNCTION, VIC 3797",YARRA JUNCTION,3797,Centre-Based Care,45,Exceeding NQS
City Kids Early Learning Centre,"216-222 Normanby Road, SOUTH MELBOURNE, VIC 3205",SOUTH MELBOURNE,3205,Centre-Based Care,123,Meeting NQS
City Kindergarten,"600 Raglan Parade, WARRNAMBOOL, VIC 3280",WARRNAMBOOL,3280,Centre-Based Care,29,Exceeding NQS
City Learning & Care - Ariston,"245-249 Pakington Street, NEWTOWN, VIC 3220",NEWTOWN,3220,Centre-Based Care,150,Meeting NQS
City Learning & Care - Belmont,"12-14 Reynolds Road, BELMONT, VIC 3216",BELMONT,3216,Centre-Based Care,49,Exceeding NQS
City Learning & Care - Corio,"116 Purnell Road, CORIO, VIC 3214",CORIO,3214,Centre-Based Care,60,Exceeding NQS
City Learning & Care - Drysdale,"2/25 Eversley Street, DRYSDALE, VIC 3222",DRYSDALE,3222,Centre-Based Care,40,Exceeding NQS
City Learning & Care - Trudy Moritz,"Sparks Road, NORLANE, VIC 3214",NORLANE,3214,Centre-Based Care,36,Meeting NQS
City Of Ballarat Family Day Care,"Armstrong Street South, BALLARAT, VIC 3350",BALLARAT,3350,Family Day Care,,Meeting NQS
City of Casey Family Day Care,"1-9 Regency Drive, NARRE WARREN, VIC 3805",NARRE WARREN,3805,Family Day Care,,Exceeding NQS
City Of Greater Geelong Family Day Care Service,"245-249 Pakington Street, NEWTOWN, VIC 3220",NEWTOWN,3220,Family Day Care,,Exceeding NQS
City of Kingston Family Day Care,"34 Brindisi Street, MENTONE, VIC 3194",MENTONE,3194,Family Day Care,,Exceeding NQS
Civic Kindergarten,"256 Richardson Street, MIDDLE PARK, VIC 3206",MIDDLE PARK,3206,Centre-Based Care,23,Exceeding NQS
Clare Court Children's Service,"40 Court Street, YARRAVILLE, VIC 3013",YARRAVILLE,3013,Centre-Based Care,165,Meeting NQS
Clarendon Children's Centre Co-op,"410 Clarendon Street, SOUTH MELBOURNE, VIC 3205",SOUTH MELBOURNE,3205,Centre-Based Care,40,Excellent
Clarendon Street Community Child Care Centre,"43A Clarendon Street, CRANBOURNE, VIC 3977",CRANBOURNE,3977,Centre-Based Care,36,Meeting NQS
Clarendon Street Kindergarten,"43A Clarendon Street, CRANBOURNE, VIC 3977",CRANBOURNE,3977,Centre-Based Care,30,Exceeding NQS
Clarinda Primary School Out of School Hours Care,"1166 Centre Road, CLAYTON SOUTH, VIC 3169",CLAYTON SOUTH,1166,Centre-Based Care,49,Meeting NQS
Clark Street Children's Centre,"106 Clark Street, PORT MELBOURNE, VIC 3207",PORT MELBOURNE,3207,Centre-Based Care,65,Meeting NQS
Clayton Community Centre Kindergarten,"9-15 Cook Street, CLAYTON, VIC 3168",CLAYTON,3168,Centre-Based Care,30,Meeting NQS
Clayton South Child Care Centre,"1 Milton Avenue, CLAYTON SOUTH, VIC 3169",CLAYTON SOUTH,3169,Centre-Based Care,33,Meeting NQS
Clayton South Kindergarten,"Clayton South Primary School  539-541 Clayton Rd, CLAYTON SOUTH, VIC 3169",CLAYTON SOUTH,3169,Centre-Based Care,64,Exceeding NQS
CLEVER FUTURE FAMILY DAY CARE,"Unit 69  33 Alfred Street, NORTH MELBOURNE, VIC 3051",NORTH MELBOURNE,3051,Family Day Care,,Provisional – Not Yet Assessed
Clever Future Family Day Care,"3/14 Gaffney Street, COBURG, VIC 3058",COBURG,3058,Family Day Care,,Working Towards NQS
Clever Kids Childcare - Ashburton,"432 Warrigal Road, ASHBURTON, VIC 3147",ASHBURTON,3147,Centre-Based Care,45,Meeting NQS
Clever Kids Early Learning Centre,"29 McCormicks Road, CARRUM DOWNS, VIC 3201",CARRUM DOWNS,3201,Centre-Based Care,70,Meeting NQS
Clever Little Monkeys,"5 Killingholme Drive, MORNINGTON, VIC 3931",MORNINGTON,3931,Centre-Based Care,35,Working Towards NQS
Clifton Child Care Co-op,"121 Rushall Crescent, FITZROY NORTH, VIC 3068",FITZROY NORTH,3068,Centre-Based Care,27,Meeting NQS
Clifton Springs Preschool,"21a Central Road, CLIFTON SPRINGS, VIC 3222",CLIFTON SPRINGS,3222,Centre-Based Care,33,Exceeding NQS
Clifton Springs Primary School Outside School Hours Care,"80 -118 Jetty Road, CLIFTON SPRINGS, VIC 3222",CLIFTON SPRINGS,3222,Centre-Based Care,93,Meeting NQS
Clifton Street Childrens Centre,"55 Clifton Street, NORTHCOTE, VIC 3070",NORTHCOTE,3070,Centre-Based Care,77,Exceeding NQS
Club 1878,"Little Bendigo Primary School  8 Monte St, NERRINA, VIC 3350",NERRINA,3350,Centre-Based Care,24,Working Towards NQS
Club 1878,"Gordon Primary School  1 Dicker St, GORDON, VIC 3345",GORDON,3345,Centre-Based Care,24,Working Towards NQS
Club House Boot Camp,"St Michaels Primary School  37-57 Church St, TRARALGON, VIC 3844",TRARALGON,3844,Centre-Based Care,50,Provisional – Not Yet Assessed
Clunes & District Preschool Centre,"109 Fraser Street, CLUNES, VIC 3370",CLUNES,3370,Centre-Based Care,25,Exceeding NQS
CLY OSHC,"12 Chapel Street, ST KILDA, VIC 3182",ST KILDA,3182,Centre-Based Care,77,Provisional – Not Yet Assessed
"Clyde North YMCA Early Learning Centre, Wilandra Rise YMCA Before and After School Program, Clyde North YMCA Holiday Program","25 Aayana Street, CLYDE NORTH, VIC 3978",CLYDE NORTH,3978,Centre-Based Care,224,Provisional – Not Yet Assessed
Clyde Street Kindergarten,"70 Clyde Street, THORNBURY, VIC 3071",THORNBURY,3071,Centre-Based Care,29,Exceeding NQS
Cobden & District Kindergarten,"43 Victoria Street, COBDEN, VIC 3266",COBDEN,3266,Centre-Based Care,24,Exceeding NQS
Coburg & Pascoe Vale South Child Care Centre,"236 Melville Road, PASCOE VALE SOUTH, VIC 3044",PASCOE VALE SOUTH,3044,Centre-Based Care,45,Meeting NQS
Coburg Childrens Centre,"84-86 Bell Street, COBURG, VIC 3058",COBURG,3058,Centre-Based Care,62,Exceeding NQS
Coburg North Primary School Out of Hours Care,"180 O'Hea Street, COBURG, VIC 3058",COBURG,3058,Centre-Based Care,120,Working Towards NQS
Coburg North School Holiday Program,"180 O'Hea Street, COBURG, VIC 3058",COBURG,3058,Centre-Based Care,60,Exceeding NQS
Coburg OSHClub,"98 Bell Street, COBURG, VIC 3058",COBURG,3058,Centre-Based Care,65,Working Towards NQS
Coburg West Primary School Out of School Hours Care,"Reynard street, COBURG, VIC 3058",COBURG,3058,Centre-Based Care,105,Exceeding NQS
Coburn Primary School OSHClub,"Richard Road, MELTON SOUTH, VIC 3338",MELTON SOUTH,3338,Centre-Based Care,60,Meeting NQS
Coburns Road Child Care Centre,"46 Coburns Road, MELTON SOUTH, VIC 3338",MELTON SOUTH,3338,Centre-Based Care,80,Meeting NQS
Cockatoo Community Childcare Centre,"75-77 Pakenham Road, COCKATOO, VIC 3781",COCKATOO,3781,Centre-Based Care,53,Meeting NQS
Cockatoo Kinder,"23 Bailey Road, COCKATOO, VIC 3781",COCKATOO,3781,Centre-Based Care,28,Meeting NQS
Cockatoo Primary School Council OSHC,"Gembrook Road, COCKATOO, VIC 3781",COCKATOO,3781,Centre-Based Care,35,Working Towards NQS
Coco's Early Learning Centre,"82 Ferntree Gully Road, OAKLEIGH EAST, VIC 3166",OAKLEIGH EAST,3166,Centre-Based Care,106,Meeting NQS
Coco's Early Learning Centre Caulfield,"249 Glen Eira Rd, CAULFIELD NORTH, VIC 3161",CAULFIELD NORTH,3161,Centre-Based Care,120,Meeting NQS
